Lidah,14,female,Bouvier des Flandres,15/04/2014,22/05/2014,apricot,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT32 7QU
Quintina,5,male,Cairn Terrier,01/05/2014,03/06/2014,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT12 8CD
Winfield,8,female,West Highland White Terrier,30/05/2014,02/06/2014,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT50 5HL
Lustick,13,female,English Setter,10/05/2014,27/05/2014,brown and white,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT17 5PE
Orianna,13,female,Pug,01/05/2014,30/05/2014,black and white,short,small,no,yes,yes,yes,yes,yes,yes,flat,BT78 4BW
Golightly,10,female,Norfolk Terrier,30/11/2013,01/06/2014,yellow-brown,wirehaired,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT49 4BR
Chobot,2,female,Basset Hound,01/05/2014,03/06/2014,black,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT21 1WE
Noelle,15,male,Airedale Terrier,30/05/2014,01/06/2014,black,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT47 8CG
Courcy,15,male,Tenterfield Terrier,15/04/2014,22/05/2014,apricot,long,small,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT53 3SZ
Tonya,10,male,Schnauzer Giant,01/05/2014,30/05/2014,brown,short,large,no,yes,yes,yes,yes,yes,yes,garden,BT33 5NU
Leticia,13,male,Fox Terrier Wire Coat,01/05/2012,03/06/2014,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT72 4WL
Nakada,3,female,Dandie Dinmont Terrier,01/05/2014,30/05/2014,brown and white,medium,small,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT81 6JG
Adley,15,male,Bichon Frise,06/04/2014,31/05/2014,black and white,short,large,no,no,yes,yes,yes,yes,yes,both flat and garden,BT1 6LD
December,1,female,Shetland Sheepdog,15/04/2014,22/05/2014,apricot,short,small,no,no,yes,yes,yes,yes,yes,both flat and garden,BT47 9BX
Godart,3,female,Pharaoh Hound,15/04/2014,22/05/2014,apricot,short,medium,no,no,yes,yes,yes,yes,yes,both flat and garden,BT25 8MR
Buckingham,7,male,Japanese Chin,12/05/2014,13/05/2014,yellow-brown,short,medium,no,no,yes,yes,yes,yes,yes,both flat and garden,BT58 9DG
Maxfield,2,male,Irish Setter,12/05/2014,13/05/2014,yellow-brown,short,medium,no,no,yes,yes,yes,yes,yes,both flat and garden,BT5 5VM
Karyn,7,female,Welsh Corgi (Cardigan),15/04/2014,22/05/2014,apricot,long,small,no,no,yes,yes,no,yes,yes,flat,BT29 7NU
Hesler,15,female,Mastiff,15/04/2014,22/05/2014,apricot,short,medium,no,no,yes,yes,no,yes,yes,both flat and garden,BT3 7RS
Labana,16,male,Airedale Terrier,16/04/2014,14/05/2014,black and brown,medium,small,yes,no,yes,yes,no,yes,yes,both flat and garden,BT11 3SD
Booth,16,male,West Highland White Terrier,15/05/2014,15/05/2014,gray,medium,large,yes,no,yes,yes,no,yes,yes,garden,BT49 5MM
Greenleaf,3,male,Hungarian Wire-Haired Vizsla,01/04/2014,13/05/2014,yellow-brown,short,medium,yes,no,yes,yes,yes,yes,yes,garden,BT29 5BN
Graniela,2,female,Hungarian Wire-Haired Vizsla,15/04/2014,22/05/2014,apricot,wirehaired,small,yes,no,yes,yes,yes,yes,yes,both flat and garden,BT2 8BX
Massimiliano,7,female,Bearded Collie,01/04/2014,13/05/2014,brown and white,short,medium,yes,no,yes,yes,yes,yes,yes,both flat and garden,BT19 2EX
Cruickshank,6,female,Boston Terrier,15/04/2014,13/05/2014,sable,short,medium,yes,no,yes,yes,yes,yes,yes,both flat and garden,BT75 2OM
Mohandas,6,male,Fox Terrier Smooth Coat,15/04/2014,22/05/2014,apricot,short,medium,yes,no,yes,yes,yes,yes,yes,both flat and garden,BT16 6YP
Mellitz,17,female,Australian Kelpie,12/05/2014,13/05/2014,yellow-brown,short,medium,yes,no,yes,yes,yes,yes,yes,both flat and garden,BT23 8QJ
Sabir,1,male,Schnauzer Standard,12/05/2014,13/05/2014,yellow-brown,short,medium,yes,no,yes,yes,yes,yes,yes,both flat and garden,BT23 7DX
Hollerman,6,male,Gordon Setter,01/02/2014,21/05/2014,golden,short,medium,yes,no,yes,yes,yes,yes,yes,both flat and garden,BT58 6IB
Princess,10,male,Afghan Hound,18/05/2014,21/05/2014,golden,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT69 4OR
Solenne,13,female,Old English Sheepdog,01/04/2014,13/05/2014,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT38 8BJ
Jagir,13,female,Sussex Spaniel,12/05/2014,13/05/2014,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT75 8GG
Antrim,16,male,English Springer Spaniel,16/04/2014,14/05/2014,black and brown,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT30 3OS
Burrton,15,female,Saluki,15/04/2014,13/05/2014,sable,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT19 2RN
Smallman,17,male,German Wire-Haired Pointer,03/05/2013,04/05/2014,black,medium,medium,no,yes,no,yes,yes,yes,yes,garden,BT64 2MR
Rema,3,male,Border Terrier,01/03/2014,30/04/2014,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT63 3KP
Childers,9,male,Golden Retriever,01/08/2013,13/05/2014,brown and white,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT21 4PU
Barbey,18,male,Portuguese Water Dog,01/03/2014,19/04/2014,black and white,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT75 3NT
Bohi,7,male,Old English Sheepdog,31/03/2014,16/04/2014,black,wirehaired,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT36 3HL
Ilyse,5,male,Finnish Spitz,07/05/2014,07/05/2014,brown and white,short,medium,no,yes,yes,yes,no,no,yes,garden,BT12 4JX
Eberly,9,male,Fox Terrier Wire Coat,23/04/2014,25/04/2014,brown and white,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT29 8SA
Frick,1,male,Airedale Terrier,01/04/2014,13/05/2014,yellow-brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT9 3ZA
Ramses,2,female,Schnauzer Giant,23/04/2014,25/04/2014,brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT37 6IV
Furtek,4,male,Border Terrier,16/04/2014,25/04/2014,white,short,medium,no,yes,yes,yes,yes,yes,yes,flat,BT52 3DR
Estelle,5,male,Brittany,01/03/2014,16/04/2014,gray,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT52 9KW
Ashling,8,male,Lowchen,16/04/2014,25/04/2014,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT32 1NZ
Moynahan,1,male,Borzoi,16/04/2014,25/04/2014,brown and white,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT78 6FN
Halland,13,female,Mastiff,23/04/2014,25/04/2014,brown and white,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT58 5IE
Montfort,17,female,Italian Greyhound,16/04/2014,23/04/2014,tricolor,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT77 5WL
Dibri,5,male,Sussex Spaniel,22/04/2014,25/04/2014,sable,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT10 4GC
Meyer,7,female,Irish Wolfhound,16/04/2014,25/04/2014,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT70 5EX
Jehius,9,male,German Spitz Klein,16/04/2014,25/04/2014,white,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT9 8QF
Messing,1,male,Irish Terrier,20/01/2014,29/04/2014,white,medium,medium,yes,yes,yes,yes,yes,yes,yes,flat,BT5 8WY
Casaleggio,9,male,Hungarian Wire-Haired Vizsla,18/03/2014,25/04/2014,yellow-brown,medium,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT31 6MT
Nelda,14,female,Pharaoh Hound,26/03/2014,29/03/2014,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT19 9EX
Loutitia,8,female,Tibetan Terrier,26/03/2014,29/03/2014,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT49 7PH
Sigrid,6,female,Alaskan Malamute,24/03/2014,24/03/2014,white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT66 4ZB
Jacquie,9,male,Bearded Collie,24/03/2014,24/03/2014,black,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT64 1CQ
Fujio,4,male,Pyrenean Mountain Dog,24/03/2014,24/03/2014,spotty,short,small,yes,no,yes,yes,no,yes,yes,both flat and garden,BT74 1LV
Maiga,14,male,Sloughi,08/04/2014,08/04/2014,yellow,short,large,yes,yes,yes,yes,no,yes,yes,both flat and garden,BT10 1CU
Allianora,7,male,Basset Hound,26/03/2014,29/03/2014,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT38 7BF
Rogerio,1,female,Bichon Frise,24/03/2014,24/03/2014,tricolor,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT61 9XE
Ansley,7,male,English Toy Terrier (Black & Tan),24/03/2014,24/03/2014,black,medium,medium,yes,yes,yes,yes,no,yes,yes,both flat and garden,BT43 6LH
Caves,9,female,Dalmatian,05/03/2014,07/04/2014,brown and white,short,medium,no,yes,yes,yes,no,yes,yes,both flat and garden,BT25 5SE
Russia,13,male,Scottish Terrier,24/03/2014,24/03/2014,apricot,short,medium,yes,yes,yes,yes,no,yes,yes,both flat and garden,BT20 8GT
Sewoll,1,male,Saluki,08/04/2014,08/04/2014,black and tan,short,small,yes,yes,yes,yes,no,yes,yes,garden,BT22 6TC
Danica,7,male,Tibetan Terrier,24/03/2014,24/03/2014,gray and black,short,medium,yes,yes,yes,yes,no,yes,yes,garden,BT28 7LO
Weight,1,female,German Spitz Klein,24/03/2014,24/03/2014,tricolor,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT22 4BT
Stirling,1,male,Australian Cattle Dog,24/03/2014,24/03/2014,black and white,short,medium,yes,yes,yes,yes,no,yes,yes,both flat and garden,BT26 9DQ
Diane-Marie,2,male,German Shepherd Dog,24/03/2014,24/03/2014,brown,short,small,yes,yes,yes,yes,no,yes,yes,both flat and garden,BT4 3TE
Lorianna,4,female,Australian Silky Terrier,08/04/2014,08/04/2014,brown and white,short,small,yes,yes,yes,yes,no,yes,yes,both flat and garden,BT12 6SX
Jess,11,male,Irish Wolfhound,24/03/2014,24/03/2014,red,short,medium,yes,yes,yes,yes,no,yes,yes,garden,BT30 1RY
Poole,6,female,Newfoundland,08/03/2014,24/03/2014,black,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT44 6OM
Leod,10,male,Dogue de Bordeaux,01/03/2014,26/03/2014,golden,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT81 4PU
Hermie,9,female,Poodle Miniature,17/03/2014,21/03/2014,brown and white,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT81 2UP
Brynna,5,female,Chihuahua (Smooth Coat),11/03/2014,20/03/2014,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT6 8ZL
Satterlee,18,female,Belgian Shepherd Dog Malinois,17/03/2014,21/03/2014,brown and white,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT53 2ML
Grote,16,male,Finnish Spitz,17/03/2014,21/03/2014,golden,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT74 3ML
Remy,7,male,Boxer,19/03/2014,21/03/2014,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT50 6YO
Pitarys,6,female,Poodle Standard,19/03/2014,21/03/2014,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT62 8VF
Leonerd,18,male,English Springer Spaniel,20/03/2014,21/03/2014,brown,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT79 7XI
Chem,15,male,Boxer,17/03/2014,21/03/2014,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT63 9DP
Wilburt,6,male,Soft Coated Wheaten Terrier,11/03/2014,20/03/2014,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT11 7RZ
Wrennie,17,female,Shetland Sheepdog,17/03/2014,21/03/2014,tricolor,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT7 2PV
Pantia,14,male,Chihuahua (Smooth Coat),17/03/2014,21/03/2014,black and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT63 8TL
Mirielle,17,male,Parson Jack Russell Terrier,11/03/2014,20/03/2014,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT20 5DD
Tadeas,6,male,Kerry Blue Terrier,11/03/2014,20/03/2014,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT7 1QW
Reeba,4,female,Poodle Toy,23/02/2014,23/03/2014,black and tan,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT37 8JR
Flossie,7,female,Italian Greyhound,17/03/2014,21/03/2014,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT26 5FK
Tellford,8,male,German Wire-Haired Pointer,27/02/2014,21/03/2014,gray,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT59 2FS
Aldo,15,female,Pyrenean Mountain Dog,24/03/2014,24/03/2014,apricot,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT41 1UA
Girvin,1,female,Clumber Spaniel,24/03/2014,24/03/2014,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT4 1TX
Whale,5,female,Bedlington Terrier,19/03/2014,21/03/2014,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT76 6UX
Olfe,5,female,Border Terrier,21/03/2014,23/03/2014,black and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT54 5PH
Whitehouse,1,male,Pyrenean Mountain Dog,28/02/2014,20/03/2014,black and brown,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT41 7XG
Sharona,13,female,Welsh Corgi (Pembroke),28/02/2014,20/03/2014,sable,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT80 2LV
Gereron,15,female,Chinese Crested,07/02/2014,07/03/2014,black and tan,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT29 4WC
Samala,8,female,Welsh Corgi (Cardigan),16/03/2014,16/03/2014,apricot,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT42 4EI
Court,18,female,Bearded Collie,11/03/2014,20/03/2014,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT10 4QZ
Matheson,9,male,German Shepherd Dog,07/02/2014,07/03/2014,yellow-brown,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT77 4MZ
Belamy,4,male,King Charles Spaniel,20/02/2014,15/03/2014,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT27 2SC
Romito,9,male,Poodle Standard,28/02/2014,20/03/2014,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT18 6SF
Shoshanna,3,female,Welsh Terrier,03/03/2014,20/03/2014,brown and white,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT2 3AU
Pius,12,male,Australian Cattle Dog,11/03/2014,20/03/2014,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT65 2LJ
Steinberg,9,male,Irish Wolfhound,14/02/2014,20/03/2014,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT6 6XP
Mikkanen,1,male,Pointer,28/02/2014,20/03/2014,white,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT77 6EZ
Roger,2,male,Bull Terrier Miniature,07/02/2014,07/03/2014,red,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT75 6YF
Brower,18,male,Airedale Terrier,24/02/2014,12/03/2014,black,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT50 8SI
Tobiah,14,male,Hungarian Wire-Haired Vizsla,02/01/2014,14/03/2014,sable,short,medium,yes,yes,yes,yes,yes,yes,no,both flat and garden,BT36 1OM
Naman,17,female,Lakeland Terrier,08/03/2014,08/03/2014,red,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT71 2NS
Gillmore,6,male,Belgian Shepherd Dog Malinois,28/02/2014,20/03/2014,brown and white,medium,medium,no,yes,yes,yes,yes,yes,yes,garden,BT30 4TM
Itch,1,male,Bichon Frise,03/03/2014,20/03/2014,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,garden,BT34 3JQ
Anglo,1,female,Japanese Spitz,07/02/2014,07/03/2014,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,garden,BT40 2RK
Turino,2,male,St Bernard,28/02/2014,20/03/2014,saddle back,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT59 6UN
Sibyls,7,male,Dachshund (Miniature Long Haired),05/02/2014,24/02/2014,tricolor,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT58 4XS
Oby,2,female,Norwich Terrier,12/02/2014,24/02/2014,gray and black,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT78 9UY
Shargel,4,female,Pug,03/02/2014,24/02/2014,tricolor,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT72 3AF
Biagi,10,male,Poodle Standard,15/05/2013,25/02/2014,white,medium,small,no,yes,yes,yes,yes,yes,yes,flat,BT75 5SN
Hax,4,female,Bouvier des Flandres,23/05/2013,25/02/2014,black and brown,short,large,yes,yes,yes,yes,yes,yes,yes,garden,BT59 1YO
Ulrikaumeko,17,male,Bichon Frise,21/01/2013,25/02/2014,red and white,medium,large,no,yes,yes,yes,yes,yes,yes,garden,BT58 3HD
Earlene,14,male,Foxhound,09/09/2013,25/02/2014,black,medium,small,no,yes,yes,yes,yes,yes,yes,garden,BT26 7UC
Deanne,3,male,Briard,25/02/2014,25/02/2014,sable,long,medium,no,yes,yes,yes,yes,yes,yes,garden,BT52 5HF
Orville,2,male,Siberian Husky,16/08/2013,25/02/2014,red and white,long,small,no,yes,yes,yes,yes,no,yes,both flat and garden,BT34 5JZ
Northey,18,male,Norfolk Terrier,04/03/2014,04/03/2014,black and brown,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT8 8RG
Janith,9,female,Welsh Corgi (Cardigan),22/08/2013,25/02/2014,black,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT75 3GM
Noak,12,male,Anatolian Shepherd Dog,22/09/2011,27/02/2014,white,medium,medium,no,yes,yes,yes,yes,yes,yes,garden,BT38 7HZ
Narra,3,male,Papillon,05/03/2014,05/03/2014,white,short,small,no,yes,yes,yes,yes,yes,yes,garden,BT60 9CL
Elva,14,female,Border Collie,18/07/2011,27/02/2014,spotty,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT49 1MY
Oskar,14,female,Shar Pei,30/06/2011,27/02/2014,black and brown,long,large,yes,yes,yes,yes,yes,yes,yes,garden,BT38 7AO
Pelag,15,female,Shih Tzu,10/09/2012,27/02/2014,apricot,medium,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT73 1NU
Byrann,12,female,Old English Sheepdog,18/02/2014,21/02/2014,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT45 3HN
Muraida,14,male,Weimaraner,05/03/2014,05/03/2014,yellow-brown,short,medium,no,yes,yes,yes,no,yes,yes,garden,BT23 9QL
Mikel,9,male,Irish Terrier,23/11/2013,24/02/2014,black,medium,large,no,yes,yes,yes,no,yes,yes,garden,BT35 8UV
Roselba,7,male,Finnish Lapphund,28/02/2014,28/02/2014,black,short,medium,no,yes,yes,yes,yes,yes,yes,flat,BT55 4DP
Yerga,11,male,Tibetan Terrier,17/02/2014,21/02/2014,brown and white,short,medium,no,yes,yes,yes,yes,yes,no,both flat and garden,BT13 5XC
Shelly,3,female,Bracco Italiano,18/10/2013,18/02/2014,black and white,medium,small,no,yes,yes,yes,yes,yes,no,both flat and garden,BT45 1EL
Lananna,8,female,Poodle Miniature,30/12/2013,20/02/2014,black,short,medium,no,yes,yes,yes,yes,yes,no,both flat and garden,BT73 5WX
Zadoc,16,female,Field Spaniel,17/02/2014,21/02/2014,saddle back,short,medium,no,yes,yes,yes,yes,yes,no,both flat and garden,BT57 2FS
Vacuva,16,female,Finnish Lapphund,01/01/2012,20/02/2014,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,no,both flat and garden,BT72 4OI
Doro,17,female,Manchester Terrier,01/12/2013,18/02/2014,black and brown,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT80 1PM
Christos,15,male,German Spitz Klein,17/02/2014,21/02/2014,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT26 4OH
Kenay,11,female,Whippet,06/03/2014,18/02/2014,brown,short,small,no,yes,yes,no,yes,yes,yes,garden,BT23 3ZB
Lotte,2,female,Kerry Blue Terrier,01/02/2014,20/02/2014,black and tan,short,small,no,yes,yes,yes,no,yes,no,both flat and garden,BT52 1KE
Holton,7,male,Anatolian Shepherd Dog,01/06/2013,15/02/2014,apricot,wirehaired,medium,no,yes,yes,yes,no,yes,no,both flat and garden,BT63 2RS
Toll,15,female,Afghan Hound,17/02/2014,21/02/2014,brown and white,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT49 1SQ
Feer,3,male,Bernese Mountain Dog,17/02/2014,21/02/2014,black and white,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT51 6SA
Fiorenze,5,male,Dachshund (Miniature Wire Haired),18/02/2014,21/02/2014,yellow-brown,wirehaired,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT44 4YH
Sailesh,1,female,Swedish Vallhund,13/09/2013,18/02/2014,black,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT12 2TM
Stichter,5,male,German Wire-Haired Pointer,17/02/2014,21/02/2014,white,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT41 6IF
Peppel,13,male,Poodle Standard,15/01/2014,20/02/2014,apricot,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT7 9TJ
Kizzie,17,male,Australian Kelpie,17/02/2014,21/02/2014,black and white,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT58 5IU
Kevan,5,female,Soft Coated Wheaten Terrier,08/12/2013,14/02/2014,gray and black,medium,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT75 4MP
Margarita,15,male,Schnauzer Giant,14/02/2014,20/02/2014,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT76 8XD
Allrud,8,male,Finnish Lapphund,14/02/2014,20/02/2014,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT42 3HF
Shaver,6,male,Beagle,03/05/2011,02/02/2014,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT79 8LK
Akers,3,male,Weimaraner,17/01/2014,27/01/2014,gray,long,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT8 2LS
Sara-Ann,5,male,Tenterfield Terrier,22/02/2014,01/02/2014,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT26 8HD
Bowlds,6,male,West Highland White Terrier,21/01/2014,22/01/2014,sable,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT6 5FQ
Elidad,11,male,Weimaraner,30/12/2013,27/01/2014,black,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT9 8MA
Quintin,14,male,Sussex Spaniel,30/01/2014,31/01/2014,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT70 8KA
Ludovick,7,female,Irish Setter,13/09/2013,27/01/2014,gray,short,medium,yes,yes,yes,yes,yes,yes,yes,flat,BT40 7IO
Brandyn,18,female,Dachshund (Smooth Haired),30/12/2013,27/01/2014,striped,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT24 8YW
Kariotta,13,female,German Short-Haired Pointer,30/01/2014,31/01/2014,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT38 4GI
Androw,7,female,German Short-Haired Pointer,31/01/2014,31/01/2014,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT62 5XV
Hara,11,male,Collie (Rough),30/01/2014,31/01/2014,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT54 7YU
Colier,17,female,Chow Chow (Smooth),30/01/2014,31/01/2014,black,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT70 6RD
McNamee,8,female,Golden Retriever,13/09/2013,27/01/2014,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT81 6DI
Farrand,10,female,Bernese Mountain Dog,18/10/2013,27/01/2014,brown and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT2 6CJ
Scales,4,male,Dachshund (Wire Haired),28/01/2014,29/01/2014,black,long,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT67 9JU
Olcott,17,female,Norwich Terrier,01/01/2013,21/01/2014,apricot,short,medium,yes,yes,yes,yes,yes,yes,yes,flat,BT55 1LO
Jaan,12,male,West Highland White Terrier,31/01/2014,31/01/2014,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT78 9BK
Gorski,14,male,Bouvier des Flandres,29/01/2014,29/01/2014,black and brown,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT78 8GF
Ferne,5,female,Belgian Shepherd Dog Laekenois,24/01/2014,25/01/2014,golden,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT54 5CY
Gardol,13,female,Norfolk Terrier,04/08/2013,21/01/2014,saddle back,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT9 4OP
Ormand,5,male,Poodle Toy,14/01/2014,11/01/2014,gray and black,long,large,yes,yes,yes,yes,yes,yes,yes,garden,BT38 9RT
Early,16,male,Labrador Retriever,04/12/2013,05/01/2014,black and white,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT17 1CC
Aruabea,8,female,West Highland White Terrier,14/01/2014,08/01/2014,gray and black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT74 2VH
Koo,16,male,Irish Setter,03/01/2014,03/01/2014,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT17 9XF
Cohbert,3,female,Dachshund (Miniature Wire Haired),02/12/2013,08/01/2014,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT75 7QH
Marylin,8,male,Finnish Spitz,19/12/2013,16/01/2014,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT68 7HL
Forrest,3,female,Affenpinscher,13/09/2013,16/01/2014,brown and white,short,small,yes,yes,yes,yes,yes,yes,yes,garden,BT35 1QA
Sybilla,16,female,Bichon Frise,03/01/2014,03/01/2014,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT12 4UI
